customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
3055-MJDSB,9,No,Month-to-month,Yes,Mailed check,24.6,No
9091-WTUUY,64,Yes,Two year,No,Mailed check,69.25,No
1618-CFHME,2,Yes,Month-to-month,Yes,Electronic check,75.9,Yes
3165-HDOEW,1,Yes,Month-to-month,Yes,Mailed check,45.85,Yes
6581-NQCBA,16,No,Month-to-month,Yes,Electronic check,49.95,Yes
7115-IRDHS,72,Yes,Two year,No,Bank transfer (automatic),24.65,No
8496-DMZUK,30,Yes,One year,No,Bank transfer (automatic),90.4,No
2040-VZIKE,49,Yes,Month-to-month,Yes,Mailed check,100.85,No
9068-VPWQQ,61,Yes,Two year,No,Credit card (automatic),75.35,No
0178-SZBHO,47,Yes,Month-to-month,No,Electronic check,87.2,No
0384-RVBPI,20,Yes,Month-to-month,No,Credit card (automatic),64.4,No
1689-MRZQR,34,Yes,Month-to-month,No,Electronic check,78.3,Yes
1299-AURJA,70,Yes,Two year,No,Bank transfer (automatic),24.7,No
4525-VZCZG,54,Yes,One year,Yes,Electronic check,105.85,No
1543-LLLFT,61,Yes,One year,Yes,Mailed check,98.3,No
5835-BEQEU,3,Yes,Month-to-month,Yes,Electronic check,76.95,Yes
2788-CJQAQ,13,Yes,One year,No,Mailed check,19.45,No
5565-FILXA,16,Yes,Month-to-month,Yes,Electronic check,96.15,Yes
0319-QZTCO,3,Yes,Month-to-month,Yes,Credit card (automatic),58.7,No
2120-SMPEX,25,Yes,Month-to-month,Yes,Mailed check,20.15,No
0096-FCPUF,30,Yes,Month-to-month,Yes,Mailed check,64.5,No
0668-OGMHD,21,No,Month-to-month,No,Electronic check,28.5,No
5552-ZNFSJ,1,Yes,Month-to-month,No,Electronic check,45.3,Yes
2223-KAGMX,15,Yes,Month-to-month,No,Bank transfer (automatic),19.4,Yes
6507-ZJSUR,23,Yes,Month-to-month,Yes,Electronic check,90.45,No
9408-HRXRK,45,Yes,Month-to-month,Yes,Electronic check,105.15,No
5593-SUAOO,24,Yes,One year,No,Bank transfer (automatic),83.15,No
7321-PKUYW,11,Yes,Month-to-month,No,Electronic check,90.15,Yes
2833-SLKDQ,1,Yes,Month-to-month,No,Mailed check,45.05,Yes
6766-HFKLA,56,Yes,Two year,No,Bank transfer (automatic),103.2,No
7595-EUIVN,1,Yes,Month-to-month,No,Electronic check,75.8,Yes
7617-EYGLW,1,Yes,Month-to-month,No,Electronic check,19.45,No
2026-TGDHM,7,Yes,Month-to-month,Yes,Electronic check,79.3,Yes
9220-ZNKJI,55,Yes,Two year,No,Credit card (automatic),88.8,No
4030-VPZBD,2,No,Month-to-month,Yes,Electronic check,30.9,Yes
2226-ICFDO,72,Yes,Two year,Yes,Credit card (automatic),85.9,No
0723-VSOBE,45,No,One year,No,Electronic check,34.2,No
5529-GIBVH,47,Yes,Two year,No,Mailed check,20.15,No
4187-CINZD,46,Yes,One year,No,Credit card (automatic),95.25,Yes
9992-UJOEL,2,Yes,Month-to-month,Yes,Mailed check,50.3,No
4741-WWJQZ,2,Yes,Month-to-month,Yes,Electronic check,80.15,No
6625-UTXEW,12,Yes,Month-to-month,Yes,Electronic check,51.25,No
6818-WOBHJ,68,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,Yes
6244-BESBM,69,Yes,Two year,Yes,Credit card (automatic),95.2,No
1004-NOZNR,56,Yes,One year,No,Credit card (automatic),94.8,No
1251-STYSZ,4,Yes,Month-to-month,Yes,Electronic check,80.25,No
2612-PHGOX,64,Yes,Two year,Yes,Bank transfer (automatic),76.1,No
2408-TZMJL,59,Yes,One year,Yes,Electronic check,110.15,Yes
8480-PPONV,62,Yes,Two year,No,Bank transfer (automatic),115.55,No
8780-IHCRN,63,Yes,Two year,No,Credit card (automatic),24.65,No
4598-ZADCK,53,No,One year,Yes,Electronic check,53.6,No
1257-SXUXQ,5,Yes,Month-to-month,No,Mailed check,19.45,No
9681-KYGYB,49,Yes,Month-to-month,Yes,Electronic check,88.2,No
7182-OVLBJ,62,Yes,Two year,Yes,Bank transfer (automatic),101.15,No
5095-ETBRJ,55,Yes,Two year,No,Mailed check,56.8,No
7005-CYUIL,71,Yes,Two year,Yes,Electronic check,99.4,No
4821-WQOYN,72,Yes,Two year,Yes,Credit card (automatic),20.1,No
4730-AWNAU,36,No,One year,No,Credit card (automatic),60.7,No
3452-FLHYD,25,Yes,One year,Yes,Bank transfer (automatic),20.95,No
2388-LAESQ,72,Yes,Two year,Yes,Bank transfer (automatic),114.85,No
9531-NSBMR,36,Yes,One year,Yes,Bank transfer (automatic),19.25,No
6260-ONULR,1,Yes,Month-to-month,Yes,Mailed check,62.8,No
4389-UEFCZ,72,Yes,Two year,Yes,Electronic check,105.5,No
8711-LOBKY,59,Yes,Two year,No,Mailed check,19.85,No
9134-CEQMF,7,Yes,Month-to-month,Yes,Electronic check,89.5,Yes
8985-OOPOS,1,Yes,One year,No,Credit card (automatic),74.1,No
8800-ZKRFW,30,Yes,Month-to-month,Yes,Electronic check,107.5,No
2616-FLVQC,64,Yes,Two year,No,Mailed check,19.55,No
9968-FFVVH,63,Yes,One year,No,Bank transfer (automatic),68.8,No
3108-PCCGG,72,Yes,Two year,No,Credit card (automatic),84.45,No
7993-PYKOF,8,Yes,Month-to-month,No,Electronic check,75,Yes
8390-FESFV,62,Yes,Two year,No,Bank transfer (automatic),84.5,No
3022-BEXHZ,67,Yes,Two year,Yes,Bank transfer (automatic),111.2,No
5027-XWQHA,6,Yes,Month-to-month,No,Electronic check,44.75,Yes
6248-TKCQV,70,Yes,Two year,Yes,Bank transfer (automatic),80.6,No
6729-GDNGC,20,Yes,Month-to-month,No,Bank transfer (automatic),80.7,No
6198-ZFIOJ,5,Yes,Month-to-month,No,Electronic check,75.6,No
5989-OMNJE,24,No,One year,No,Electronic check,57.6,No
4566-QVRRW,11,Yes,Month-to-month,Yes,Electronic check,44.05,Yes
1291-CUOCY,72,Yes,Two year,Yes,Credit card (automatic),110.6,No
9795-SHUHB,66,Yes,Two year,Yes,Credit card (automatic),58.2,No
3230-IUALN,45,Yes,Two year,Yes,Mailed check,81,No
0042-RLHYP,69,Yes,Two year,No,Bank transfer (automatic),19.7,No
8519-IMDHU,15,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,Yes
4945-RVMTE,28,Yes,Month-to-month,Yes,Bank transfer (automatic),59.55,No
0201-OAMXR,70,Yes,One year,No,Credit card (automatic),115.55,Yes
1866-NXPSP,36,Yes,One year,Yes,Mailed check,75.55,No
3372-KWFBM,16,Yes,Month-to-month,Yes,Electronic check,86.6,Yes
7831-QGOXH,18,Yes,Month-to-month,Yes,Electronic check,85.2,Yes
6393-WRYZE,34,Yes,Month-to-month,Yes,Electronic check,97.65,Yes
3941-XTSKM,42,No,One year,Yes,Credit card (automatic),45.1,No
1661-CZBAU,48,Yes,One year,Yes,Bank transfer (automatic),70.95,No
6599-RCLCJ,47,Yes,Month-to-month,Yes,Electronic check,109.55,Yes
9831-BPFRI,39,Yes,One year,Yes,Electronic check,89.55,Yes
5158-RIVOP,11,Yes,Two year,No,Credit card (automatic),20.9,No
9788-YTFGE,7,Yes,Month-to-month,Yes,Mailed check,19.95,No
9277-JOOMO,3,Yes,Month-to-month,No,Mailed check,24.6,No
1907-YLNYW,8,Yes,Month-to-month,Yes,Electronic check,66.7,No
1725-MIMXW,1,Yes,Month-to-month,Yes,Mailed check,19.45,Yes
8947-YRTDV,32,Yes,One year,No,Mailed check,94.8,No
3161-ONRWK,60,Yes,One year,Yes,Bank transfer (automatic),65.85,No
0114-RSRRW,10,Yes,Month-to-month,Yes,Bank transfer (automatic),19.95,No
4565-NLZBV,71,Yes,Two year,Yes,Bank transfer (automatic),24.65,No
0031-PVLZI,4,Yes,Month-to-month,No,Mailed check,20.35,Yes
7206-GZCDC,1,Yes,Month-to-month,Yes,Electronic check,69.25,Yes
6682-VCIXC,43,No,One year,Yes,Bank transfer (automatic),51.25,No
4791-QRGMF,59,Yes,One year,Yes,Bank transfer (automatic),99.5,Yes
6475-VHUIZ,23,Yes,Month-to-month,No,Electronic check,54.25,No
3910-MRQOY,72,Yes,Two year,No,Bank transfer (automatic),19.4,No
0661-WCQNQ,22,Yes,One year,Yes,Credit card (automatic),56.25,No
7537-RBWEA,1,No,Month-to-month,Yes,Mailed check,25.15,No
4656-CAURT,69,Yes,Two year,No,Bank transfer (automatic),23.95,No
0121-SNYRK,50,No,One year,Yes,Mailed check,35.4,No
1768-ZAIFU,1,No,Month-to-month,Yes,Electronic check,25.2,Yes
4671-LXRDQ,2,Yes,Month-to-month,Yes,Mailed check,45,Yes
3733-LSYCE,15,Yes,Month-to-month,No,Bank transfer (automatic),75.35,No
6265-FRMTQ,31,Yes,Two year,No,Bank transfer (automatic),20.4,No
1934-SJVJK,1,Yes,Month-to-month,No,Mailed check,20.15,Yes
3838-OZURD,66,Yes,Month-to-month,Yes,Credit card (automatic),105,Yes
1371-DWPAZ,0,No,Two year,No,Credit card (automatic),56.05,No
9269-CQOOL,3,Yes,Month-to-month,Yes,Credit card (automatic),54.7,Yes
2017-CCBLH,8,Yes,Two year,No,Mailed check,20,No
7690-KPNCU,64,Yes,One year,Yes,Credit card (automatic),73.05,No
0536-BGFMZ,28,Yes,Month-to-month,No,Mailed check,20.5,No
2293-IJWPS,57,Yes,One year,Yes,Credit card (automatic),100.75,No
2845-HSJCY,14,Yes,Month-to-month,Yes,Electronic check,87.25,Yes
5469-NUJUR,19,Yes,Two year,Yes,Mailed check,19.95,No
1184-PJVDB,10,Yes,Month-to-month,Yes,Electronic check,79.95,Yes
2625-TRCZQ,51,No,Month-to-month,Yes,Electronic check,49.65,No
4102-HLENU,67,Yes,Two year,No,Mailed check,65.65,No
7266-GSSJX,11,Yes,Month-to-month,Yes,Electronic check,20.45,No
7722-VJRQD,72,No,Two year,No,Bank transfer (automatic),60.95,No
7073-QETQY,66,Yes,One year,Yes,Electronic check,20.35,No
9415-DPEWS,18,Yes,Month-to-month,Yes,Electronic check,88.35,Yes
5624-RYAMH,9,Yes,Month-to-month,Yes,Electronic check,19.5,No
0196-JTUQI,9,Yes,Month-to-month,Yes,Credit card (automatic),75.2,No
7130-YXBRO,48,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,No
9272-LSVYH,10,Yes,Month-to-month,No,Mailed check,70.15,No
7943-RQCHR,9,Yes,Month-to-month,Yes,Electronic check,94.75,Yes
3793-MMFUH,13,Yes,Month-to-month,Yes,Electronic check,95.05,Yes
3249-ZPQRG,4,Yes,Month-to-month,No,Electronic check,78.45,Yes
2568-BRGYX,4,Yes,Month-to-month,Yes,Electronic check,70.2,Yes
3084-DOWLE,72,Yes,Two year,No,Bank transfer (automatic),92,No
1084-MNSMJ,51,Yes,Two year,No,Credit card (automatic),85.5,No
7721-JXEAW,59,No,Month-to-month,Yes,Bank transfer (automatic),41.05,Yes
7249-WBIYX,10,Yes,Month-to-month,Yes,Electronic check,85.6,Yes
4238-HFHSN,61,Yes,Month-to-month,Yes,Electronic check,82.15,No
6250-CGGUN,54,Yes,One year,No,Electronic check,84.4,No
5478-JJVZK,33,Yes,Month-to-month,Yes,Mailed check,60.9,No
7596-IIWYC,27,Yes,Two year,Yes,Bank transfer (automatic),20.25,No
6567-HOOPW,1,Yes,Month-to-month,Yes,Electronic check,79.2,Yes
9793-WECQC,23,Yes,Month-to-month,No,Mailed check,95.3,No
4291-HPAXL,1,Yes,Month-to-month,No,Mailed check,19.85,No
8999-YPYBV,45,Yes,Two year,Yes,Mailed check,84.35,No
1839-FBNFR,39,Yes,Two year,Yes,Bank transfer (automatic),19.85,No
3164-AALRN,5,Yes,One year,Yes,Mailed check,70,Yes
3071-MVJCD,72,Yes,Two year,No,Bank transfer (automatic),82.3,No
1697-BCSHV,58,Yes,Month-to-month,Yes,Bank transfer (automatic),66.8,No
0562-KBDVM,70,No,Two year,Yes,Bank transfer (automatic),44.6,No
1131-SUEKT,61,Yes,One year,Yes,Bank transfer (automatic),98.45,No
3717-OEAUQ,2,Yes,Month-to-month,No,Mailed check,70.7,No
4538-WNTMJ,46,Yes,One year,No,Mailed check,24.95,No
3334-CTHOL,1,Yes,Month-to-month,Yes,Bank transfer (automatic),49.95,Yes
4704-ERYFC,22,Yes,Month-to-month,Yes,Electronic check,69.25,Yes
9432-RUVSL,48,Yes,Two year,Yes,Credit card (automatic),102.5,No
8060-HIWJJ,64,Yes,Two year,No,Credit card (automatic),86.55,No
7684-XSZIY,72,Yes,Two year,No,Bank transfer (automatic),24.3,No
9089-UOWJG,12,Yes,Month-to-month,Yes,Credit card (automatic),58.35,No
8621-MNIHH,34,Yes,Month-to-month,Yes,Electronic check,94.25,Yes
8039-ACLPL,72,Yes,Two year,No,Credit card (automatic),68.75,No
9885-AIBVB,29,Yes,Month-to-month,Yes,Electronic check,85.8,No
1934-MKPXS,33,Yes,One year,No,Credit card (automatic),20.1,No
2592-YKDIF,1,Yes,Month-to-month,No,Mailed check,20.35,No
2272-JKMSI,62,Yes,One year,Yes,Electronic check,110.8,No
0471-LVHGK,41,Yes,One year,Yes,Electronic check,73,Yes
9518-RWHZL,64,Yes,One year,Yes,Credit card (automatic),100.05,Yes
8714-CTZJW,4,Yes,Month-to-month,Yes,Credit card (automatic),82.85,No
3569-EDBPQ,24,Yes,Month-to-month,Yes,Electronic check,84.35,No
3131-NWVFJ,14,Yes,One year,No,Mailed check,19.55,No
7521-YXVZY,3,Yes,Month-to-month,No,Mailed check,19.95,No
5419-CONWX,4,Yes,Month-to-month,Yes,Credit card (automatic),99.8,Yes
6240-EURKS,18,No,Month-to-month,Yes,Electronic check,35,Yes
2373-NTKOD,8,Yes,Month-to-month,Yes,Electronic check,66.25,No
1970-KKFWL,35,Yes,Two year,No,Bank transfer (automatic),23.3,No
6960-HVYXR,1,Yes,Month-to-month,No,Electronic check,76,Yes
9337-SRRNI,66,Yes,Two year,Yes,Credit card (automatic),25.3,No
0895-UADGO,8,No,Two year,Yes,Mailed check,44.55,No
5678-VFNEQ,71,Yes,One year,Yes,Credit card (automatic),104.1,No
5977-CKHON,43,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,No
7024-OHCCK,2,Yes,Month-to-month,Yes,Electronic check,93.85,Yes
2692-BUCFV,29,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,No
7861-UVUFT,15,Yes,Month-to-month,Yes,Electronic check,84.3,Yes
1830-GGFNM,65,Yes,Two year,No,Credit card (automatic),94.55,No
5302-BDJNT,35,Yes,Month-to-month,No,Electronic check,95.5,No
5223-UZAVK,64,Yes,One year,Yes,Credit card (automatic),100.3,No
4859-ZSRDZ,58,No,Two year,Yes,Credit card (automatic),55.5,No
5651-WYIPH,18,Yes,Month-to-month,Yes,Credit card (automatic),49.85,No
9350-VLHMB,67,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,No
3498-LZGQZ,63,Yes,Two year,Yes,Mailed check,19.15,No
8785-CJSHH,60,Yes,Month-to-month,Yes,Electronic check,99.8,No
5357-TZHPP,9,Yes,Month-to-month,Yes,Credit card (automatic),84.4,Yes
3870-SPZSI,70,Yes,Two year,Yes,Credit card (automatic),113.05,No
0680-DFNNY,15,Yes,Month-to-month,Yes,Electronic check,101.1,Yes
7560-QRBXH,48,Yes,One year,No,Mailed check,19.95,No
7077-XJMET,12,Yes,Month-to-month,Yes,Electronic check,74.15,No
8752-GHJFU,71,Yes,One year,Yes,Electronic check,92,No
6896-SRVYQ,44,Yes,Month-to-month,No,Electronic check,73.85,No
7767-UXAGJ,1,Yes,Month-to-month,Yes,Electronic check,50.45,Yes
4652-ODEVH,45,Yes,Two year,No,Mailed check,24.45,No
6510-UPNKS,23,Yes,One year,No,Credit card (automatic),24.8,No
6718-BDGHG,43,Yes,One year,Yes,Bank transfer (automatic),64.85,No
9046-DQMTP,35,Yes,Month-to-month,No,Bank transfer (automatic),20.75,No
6439-LAJXL,9,Yes,Month-to-month,Yes,Mailed check,68.95,No
1571-SAVHK,12,Yes,Month-to-month,Yes,Mailed check,99.95,Yes
9052-VKDUW,65,Yes,Month-to-month,Yes,Credit card (automatic),109.4,No
9546-CQJSU,2,Yes,Month-to-month,Yes,Electronic check,91.4,Yes
1666-JZPZT,27,Yes,Month-to-month,No,Mailed check,49,No
5777-KJIRB,40,Yes,One year,Yes,Mailed check,50.25,No
0506-LVNGN,5,Yes,Month-to-month,Yes,Credit card (automatic),75.55,Yes
7677-SJJJK,8,Yes,One year,No,Credit card (automatic),19.9,No
2480-EJWYP,58,Yes,One year,Yes,Bank transfer (automatic),97.8,No
3253-HKOKL,52,Yes,One year,No,Electronic check,100.3,No
7055-HNEOJ,3,Yes,Month-to-month,Yes,Mailed check,55.8,No
5514-YQENT,41,Yes,Two year,Yes,Electronic check,111.15,No
3211-AAPKX,20,Yes,Month-to-month,Yes,Mailed check,98.55,No
8445-DNBAE,1,Yes,Month-to-month,Yes,Electronic check,50.05,No
2951-QOQTK,4,Yes,Month-to-month,No,Credit card (automatic),80.8,Yes
2958-NHPPS,23,Yes,Month-to-month,No,Electronic check,20.85,No
6806-YDEUL,6,Yes,Month-to-month,No,Bank transfer (automatic),19.5,No
1735-XMJVH,8,Yes,Month-to-month,Yes,Mailed check,19.35,No
6890-PFRQX,18,Yes,Month-to-month,No,Mailed check,69.5,No
0222-CNVPT,52,No,Month-to-month,Yes,Credit card (automatic),48.8,No
5899-OUVKV,31,Yes,Month-to-month,Yes,Electronic check,94.5,No
8681-ICONS,29,Yes,Month-to-month,Yes,Mailed check,20.65,No
1621-YNCJH,36,Yes,Two year,Yes,Credit card (automatic),106.05,No
3473-XIIIT,16,Yes,Month-to-month,Yes,Electronic check,100,Yes
6362-QHAFM,42,Yes,One year,Yes,Electronic check,108.3,No
7893-IXHRQ,1,Yes,Month-to-month,No,Electronic check,20.55,Yes
3070-BDOQC,60,Yes,Two year,Yes,Electronic check,99.65,No
2952-QAYZF,5,Yes,Month-to-month,Yes,Electronic check,85.3,Yes
6234-PFPXL,22,Yes,Month-to-month,No,Credit card (automatic),95.9,No
9824-QCJPK,36,Yes,One year,No,Mailed check,20,No
4763-PGDPO,4,Yes,Month-to-month,No,Electronic check,70.4,Yes
4283-IVYCI,9,Yes,Month-to-month,No,Mailed check,64.95,No
1866-OBPNR,1,Yes,Month-to-month,No,Credit card (automatic),74.6,No
8205-MQUGY,12,Yes,Month-to-month,Yes,Electronic check,49.2,No
8970-ANWXO,23,Yes,One year,Yes,Mailed check,73.75,No
9480-BQJEI,62,Yes,One year,Yes,Bank transfer (automatic),92.3,No
5394-SVGJV,37,Yes,Month-to-month,No,Bank transfer (automatic),98.8,Yes
6979-TNDEU,8,Yes,Month-to-month,No,Mailed check,19.2,No
9777-WJJPR,31,Yes,Month-to-month,No,Credit card (automatic),88.65,No
9283-LZQOH,13,Yes,Month-to-month,Yes,Credit card (automatic),74.4,Yes
7079-QRCBC,24,Yes,Month-to-month,Yes,Electronic check,98.75,Yes
9495-SKLKD,45,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,No
6048-UWKAL,69,Yes,Two year,No,Credit card (automatic),105.4,No
5067-DGXLL,2,Yes,Month-to-month,No,Mailed check,20.25,No
5469-CTCWN,61,Yes,One year,Yes,Electronic check,106,Yes
9851-QXEEQ,41,Yes,Month-to-month,Yes,Electronic check,104.7,Yes
6281-FKEWS,44,No,One year,Yes,Electronic check,49.05,No
8898-KASCD,39,No,One year,No,Mailed check,35.55,No
9242-TKFSV,72,No,Two year,Yes,Credit card (automatic),65.1,No
9290-SHCMB,13,Yes,Month-to-month,Yes,Electronic check,96.85,No
0743-HNPFG,51,Yes,One year,Yes,Credit card (automatic),69.75,No
2277-BKJKN,71,Yes,Two year,Yes,Electronic check,99.2,No
9809-IMGCQ,22,Yes,Month-to-month,Yes,Electronic check,96.7,Yes
5208-HFSBT,2,Yes,Month-to-month,Yes,Credit card (automatic),55.05,Yes
5035-PGZXH,56,Yes,One year,Yes,Electronic check,106.8,No
8695-WDYEA,1,Yes,Month-to-month,No,Mailed check,51.25,No
6543-JXSOO,23,Yes,One year,Yes,Mailed check,57.75,No
8016-ZMGMO,66,Yes,One year,Yes,Bank transfer (automatic),70.85,No
8605-ITULD,1,Yes,Month-to-month,No,Mailed check,19.55,No
3254-YRILK,19,Yes,Month-to-month,Yes,Electronic check,88.2,Yes
6416-YJTTB,11,Yes,Month-to-month,Yes,Bank transfer (automatic),79.5,No
2667-WYLWJ,8,Yes,One year,Yes,Mailed check,19.75,Yes
4472-VESGY,52,Yes,Month-to-month,No,Bank transfer (automatic),98.15,No
3195-TQDZX,3,Yes,Month-to-month,Yes,Electronic check,20.25,No
3128-YOVTD,51,Yes,Month-to-month,Yes,Bank transfer (automatic),79.15,No
0529-ONKER,15,Yes,Month-to-month,No,Electronic check,75.65,Yes
1728-CXQBE,64,Yes,Month-to-month,Yes,Electronic check,94.25,No
7041-TXQJH,37,No,Month-to-month,Yes,Credit card (automatic),40.2,No
5014-GSOUQ,13,Yes,Two year,No,Mailed check,19.95,No
5724-BIDBU,49,Yes,One year,Yes,Electronic check,55.35,No
0481-SUMCB,45,Yes,One year,Yes,Bank transfer (automatic),102.15,No
1769-GRUIK,18,Yes,Month-to-month,Yes,Electronic check,71.1,No
5240-IJOQT,1,Yes,Month-to-month,Yes,Electronic check,74.7,Yes
8819-WFGGJ,68,No,Two year,Yes,Bank transfer (automatic),54.1,No
7427-AUFPY,54,Yes,Two year,No,Credit card (automatic),19.65,No
2811-POVEX,23,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,No
1092-GANHU,17,Yes,Month-to-month,Yes,Electronic check,76.65,Yes
7898-PDWQE,71,Yes,Two year,No,Credit card (automatic),80.4,No
9972-EWRJS,67,Yes,Two year,Yes,Bank transfer (automatic),19.25,No
9314-IJWSQ,14,Yes,Month-to-month,Yes,Electronic check,84.8,No
0661-XEYAN,1,No,Month-to-month,Yes,Mailed check,25.8,Yes
5799-JRCZO,63,Yes,Two year,No,Credit card (automatic),19.5,No
1921-KYSAY,41,Yes,One year,Yes,Electronic check,68.6,No
6198-RTPMF,17,Yes,Month-to-month,No,Electronic check,92.6,No
2924-KHUVI,56,Yes,One year,Yes,Electronic check,100.55,No
1925-GMVBW,5,Yes,Month-to-month,No,Credit card (automatic),20.55,No
7881-EVUAD,2,No,Month-to-month,Yes,Electronic check,42.6,Yes
6184-DYUOB,3,Yes,Month-to-month,Yes,Mailed check,19.6,No
9207-ZPANB,37,Yes,One year,No,Electronic check,67.45,No
5766-XQXMQ,29,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,Yes
9327-QSDED,8,Yes,Month-to-month,No,Mailed check,43.55,No
1656-DRSMG,63,Yes,Month-to-month,Yes,Credit card (automatic),109.85,No
3012-VFFMN,7,Yes,Month-to-month,No,Mailed check,20.65,No
2984-AFWNC,3,Yes,Month-to-month,No,Electronic check,95.4,No
0640-YJTPY,72,Yes,Two year,No,Bank transfer (automatic),21,No
8096-LOIST,19,Yes,Month-to-month,Yes,Electronic check,56.2,No
9764-REAFF,59,Yes,Two year,No,Bank transfer (automatic),18.4,No
3703-VAVCL,2,Yes,Month-to-month,No,Credit card (automatic),90,Yes
7107-UBYKY,35,Yes,Month-to-month,Yes,Electronic check,25.75,No
4881-GQJTW,14,Yes,Month-to-month,No,Credit card (automatic),19.6,No
8519-QJGJD,14,Yes,Month-to-month,No,Electronic check,75.35,Yes
7876-DNYAP,69,Yes,Two year,No,Credit card (automatic),19.8,No
7905-NJMXS,7,Yes,Month-to-month,No,Electronic check,64.2,No
2882-WDTBA,69,Yes,Two year,Yes,Bank transfer (automatic),75.75,No
2091-GPPIQ,72,Yes,Two year,Yes,Electronic check,78.95,No
6326-MTTXK,8,Yes,Month-to-month,No,Electronic check,100.85,Yes
5071-FBJFS,4,Yes,Month-to-month,No,Electronic check,50.3,No
2796-UUZZO,63,Yes,Month-to-month,Yes,Credit card (automatic),80.3,No
2429-AYKKO,72,Yes,Two year,No,Bank transfer (automatic),19.85,No
9798-OPFEM,46,Yes,Two year,Yes,Electronic check,21.1,No
0330-IVZHA,5,Yes,Month-to-month,No,Electronic check,69.95,Yes
3794-NFNCH,30,Yes,Month-to-month,Yes,Mailed check,50,No
5193-QLVZB,63,Yes,Two year,Yes,Bank transfer (automatic),104.75,No
7114-AEOZE,60,Yes,Two year,No,Bank transfer (automatic),19.85,No
2886-KEFUM,63,Yes,One year,Yes,Electronic check,107.5,Yes
5522-NYKPB,25,Yes,Month-to-month,No,Electronic check,85.9,No
4237-RLAQD,1,Yes,Month-to-month,Yes,Mailed check,45.85,Yes
9957-YODKZ,6,Yes,Month-to-month,Yes,Electronic check,80.8,No
6518-KZXCB,22,Yes,Two year,No,Mailed check,25.25,No
2245-ADZFJ,31,Yes,Two year,No,Bank transfer (automatic),80.55,No
7776-QGYJC,39,Yes,Month-to-month,Yes,Bank transfer (automatic),81.5,No
9313-QOLTZ,26,Yes,Month-to-month,No,Mailed check,20.9,No
9651-GTSAQ,53,Yes,One year,Yes,Bank transfer (automatic),106.1,Yes
3186-BAXNB,1,Yes,Month-to-month,No,Electronic check,91.7,Yes
4672-FOTSD,12,Yes,Month-to-month,Yes,Electronic check,67.25,No
0637-YLETY,16,Yes,Month-to-month,Yes,Credit card (automatic),95.6,Yes
9818-XQCUV,2,Yes,Month-to-month,No,Mailed check,20.35,No
7338-ERIVA,39,No,One year,No,Bank transfer (automatic),45.05,No
1157-BQCUW,1,Yes,Month-to-month,Yes,Electronic check,74.95,Yes
8259-NFJTV,7,No,Month-to-month,No,Mailed check,34.65,No
3223-DWFIO,4,Yes,Month-to-month,No,Electronic check,69.35,No
2660-EMUBI,10,Yes,Month-to-month,Yes,Electronic check,95.35,Yes
6968-GMKPR,55,Yes,Month-to-month,Yes,Electronic check,81.55,No
4751-ERMAN,72,Yes,Two year,Yes,Bank transfer (automatic),75.4,No
1436-ZMJAN,10,Yes,Month-to-month,Yes,Credit card (automatic),67.8,No
3292-PBZEJ,11,Yes,Month-to-month,Yes,Electronic check,111.4,No
0799-DDIHE,15,Yes,Month-to-month,No,Electronic check,46.3,No
3070-FNFZQ,23,Yes,Two year,No,Bank transfer (automatic),20.4,No
2812-SFXMJ,1,Yes,Month-to-month,No,Mailed check,20.05,No
7675-OZCZG,3,Yes,Month-to-month,No,Electronic check,45,Yes
5014-WUQMG,47,Yes,One year,Yes,Electronic check,96.1,No
5312-TSZVC,15,Yes,One year,No,Mailed check,19.65,No
2003-CKLOR,66,Yes,Month-to-month,No,Electronic check,99.5,Yes
0993-OSGPT,68,Yes,One year,Yes,Bank transfer (automatic),60.65,No
9254-RBFON,17,Yes,One year,No,Bank transfer (automatic),98.6,Yes
1205-WNWPJ,7,Yes,Month-to-month,Yes,Mailed check,59.5,Yes
9391-EOYLI,12,Yes,Month-to-month,Yes,Electronic check,80.45,Yes
7108-DGVUU,21,Yes,One year,No,Bank transfer (automatic),71.7,No
2782-JEEBU,21,No,Month-to-month,Yes,Mailed check,36,No
5127-BZENZ,56,Yes,One year,No,Bank transfer (automatic),65.2,No
2720-FVBQP,6,Yes,Month-to-month,Yes,Credit card (automatic),48.95,No
9906-NHHVC,65,No,Two year,Yes,Bank transfer (automatic),53.5,No
4522-XRWWI,42,Yes,One year,No,Credit card (automatic),80.45,No
3766-EJLFL,68,Yes,Two year,Yes,Bank transfer (automatic),109.05,No
5939-SXWHM,48,Yes,Two year,No,Bank transfer (automatic),26.3,No
8152-UOBNY,50,Yes,One year,Yes,Electronic check,106.8,No
7351-KYHQH,7,Yes,Month-to-month,Yes,Electronic check,64.95,No
7643-RCHXS,63,Yes,Two year,No,Electronic check,19.35,No
